date,side,maturity,participants,complete,volume,interest
2019-07-30,Bán hẳn,7,6,6,11999.7,0.0275
2019-07-30,Mua kỳ hạn Tổng cộng,,,,0,0
2019-07-30,Mua kỳ hạn,7,0,0,0,0
2019-07-31,Mua kỳ hạn Tổng cộng,,,,0,0
2019-07-31,Mua kỳ hạn,7,0,0,0,0
2019-07-31,Bán hẳn,7,4,4,9999.8,0.0275
2019-07-31,Bán hẳn Tổng cộng,,,,9999.8,0.0275
2019-07-31,Mua kỳ hạn,7,0,0,0,0
2019-07-31,Mua kỳ hạn Tổng cộng,,,,0,0
2019-07-31,Bán hẳn,7,4,4,9999.8,0.0275
2019-07-31,Bán hẳn Tổng cộng,,,,9999.8,0.0275
2019-08-01,Bán hẳn Tổng cộng,,,,8000,0.0275
2019-08-01,Bán hẳn,7,4,4,8000,0.0275
2019-08-01,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-01,Mua kỳ hạn,7,0,0,0,0
2019-08-02,Mua kỳ hạn,7,0,0,0,0
2019-08-02,Bán hẳn Tổng cộng,,,,8000,0.0275
2019-08-02,Bán hẳn,7,5,5,8000,0.0275
2019-08-02,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-05,Bán hẳn Tổng cộng,,,,7999.7,0.0275
2019-08-05,Bán hẳn,7,6,6,7999.7,0.0275
2019-08-05,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-05,Mua kỳ hạn,7,0,0,0,0
2019-08-06,Bán hẳn Tổng cộng,,,,9999.8,0.0275
2019-08-06,Bán hẳn,7,4,4,9999.8,0.0275
2019-08-06,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-06,Mua kỳ hạn,7,0,0,0,0
2019-08-07,Mua kỳ hạn,7,0,0,0,0
2019-08-07,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-07,Bán hẳn Tổng cộng,,,,7999.9,0.0275
2019-08-07,Bán hẳn,7,4,4,7999.9,0.0275
2019-08-08,Bán hẳn Tổng cộng,,,,7999.7,0.0275
2019-08-08,Bán hẳn,7,6,6,7999.7,0.0275
2019-08-08,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-08,Mua kỳ hạn,7,0,0,0,0
2019-08-09,Bán hẳn Tổng cộng,,,,4999.8,0.0275
2019-08-09,Bán hẳn,7,3,3,4999.8,0.0275
2019-08-09,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-09,Mua kỳ hạn,7,0,0,0,0
2019-08-12,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-12,Mua kỳ hạn,7,0,0,0,0
2019-08-12,Bán hẳn Tổng cộng,,,,4999.8,0.0275
2019-08-12,Bán hẳn,7,4,4,4999.8,0.0275
2019-08-13,Bán hẳn,7,5,5,10000,0.0275
2019-08-13,Mua kỳ hạn,7,1,1,20.4,0.0475
2019-08-13,Bán hẳn Tổng cộng,,,,10000,0.0275
2019-08-13,Mua kỳ hạn Tổng cộng,,,,20.4,0.0475
2019-08-14,Bán hẳn Tổng cộng,,,,9999.8,0.0275
2019-08-14,Bán hẳn,7,5,5,9999.8,0.0275
2019-08-14,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-14,Mua kỳ hạn,7,0,0,0,0
2019-08-15,Bán hẳn Tổng cộng,,,,9999.7,0.0275
2019-08-15,Bán hẳn,7,7,7,9999.7,0.0275
2019-08-15,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-15,Mua kỳ hạn,7,0,0,0,0
2019-08-16,Mua kỳ hạn,7,0,,0,0
2019-08-16,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-16,Bán hẳn Tổng cộng,,,,6999.7,0.0275
2019-08-16,Bán hẳn,7,5,5,6999.7,0.0275
2019-08-19,Bán hẳn Tổng cộng,,,,4999.8,0.0275
2019-08-19,Bán hẳn,7,6,6,4999.8,0.0275
2019-08-19,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-19,Mua kỳ hạn,7,0,0,0,0
2019-08-20,Bán hẳn Tổng cộng,,,,7999.9,0.0275
2019-08-20,Bán hẳn,7,4,4,7999.9,0.0275
2019-08-20,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-20,Mua kỳ hạn,7,0,0,0,0
2019-08-21,Mua kỳ hạn,7,0,0,0,0
2019-08-21,Bán hẳn,7,4,4,4999.8,0.0275
2019-08-21,Bán hẳn Tổng cộng,,,,4999.8,0.0275
2019-08-21,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-22,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-22,Mua kỳ hạn,7,0,0,0,0
2019-08-23,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-23,Mua kỳ hạn,7,0,0,0,0
2019-08-26,Mua kỳ hạn Tổng cộng,,,,750,0.0475
2019-08-26,Mua kỳ hạn,7,2,2,750,0.0475
2019-08-27,Mua kỳ hạn Tổng cộng,,,,3682,0.0475
2019-08-27,Mua kỳ hạn,7,6,6,3682,0.0475
2019-08-28,Mua kỳ hạn Tổng cộng,,,,100.5,0.0475
2019-08-28,Mua kỳ hạn,7,1,1,100.5,0.0475
2019-08-29,Mua kỳ hạn Tổng cộng,,,,0,0
2019-08-29,Mua kỳ hạn,7,0,0,0,0
2019-08-30,Mua kỳ hạn Tổng cộng,,,,8601,0.0475
2019-08-30,Mua kỳ hạn,7,7,7,8601,0.0475
2019-08-30,Mua kỳ hạn Tổng cộng,,,,8601,0.0475
2019-08-30,Mua kỳ hạn,7,7,7,8601,0.0475
2019-09-03,Mua kỳ hạn Tổng cộng,,,,988.2,0.0475
2019-09-03,Mua kỳ hạn,7,1,1,988.2,0.0475
2019-09-04,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-04,Mua kỳ hạn,7,0,0,0,0
2019-09-05,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-05,Mua kỳ hạn,7,0,0,0,0
2019-09-06,Mua kỳ hạn,7,0,0,0,0
2019-09-06,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-09,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-09,Mua kỳ hạn,7,0,0,0,0
2019-09-10,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-10,Mua kỳ hạn,7,0,0,0,0
2019-09-11,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-11,Mua kỳ hạn,7,0,0,0,0
2019-09-12,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-12,Mua kỳ hạn,7,0,0,0,0
2019-09-13,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-13,Mua kỳ hạn,7,0,0,0,0
2019-09-16,Mua kỳ hạn,7,0,0,0,0
2019-09-16,Bán hẳn,7,7,7,11999.7,0.025
2019-09-16,Bán hẳn Tổng cộng,,,,11999.7,0.025
2019-09-16,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-17,Bán hẳn Tổng cộng,,,,14999.5,0.025
2019-09-17,Bán hẳn,7,11,11,14999.5,0.025
2019-09-17,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-17,Mua kỳ hạn,7,0,0,0,0
2019-09-18,Bán hẳn Tổng cộng,,,,14999.2,0.025
2019-09-18,Bán hẳn,7,13,13,14999.2,0.025
2019-09-18,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-18,Mua kỳ hạn,7,0,0,0,0
2019-09-19,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-19,Mua kỳ hạn,7,0,0,0,0
2019-09-19,Bán hẳn Tổng cộng,,,,14999.3,0.025
2019-09-19,Bán hẳn,7,14,14,14999.3,0.025
2019-09-20,Bán hẳn Tổng cộng,,,,11999.4,0.025
2019-09-20,Bán hẳn,7,13,13,11999.4,0.025
2019-09-20,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-20,Mua kỳ hạn,7,0,0,0,0
2019-09-23,Bán hẳn Tổng cộng,,,,11999.1,0.025
2019-09-23,Bán hẳn,7,13,13,11999.1,0.025
2019-09-23,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-23,Mua kỳ hạn,7,0,0,0,0
2019-09-24,Bán hẳn Tổng cộng,,,,11999.3,0.025
2019-09-24,Bán hẳn,7,15,15,11999.3,0.025
2019-09-24,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-24,Mua kỳ hạn,7,0,0,0,0
2019-09-25,Mua kỳ hạn,7,0,0,0,0
2019-09-25,Bán hẳn Tổng cộng,,,,14999.5,0.025
2019-09-25,Bán hẳn,7,13,13,14999.5,0.025
2019-09-25,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-26,Bán hẳn Tổng cộng,,,,14999.2,0.025
2019-09-26,Bán hẳn,7,14,14,14999.2,0.025
2019-09-26,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-26,Mua kỳ hạn,7,0,0,0,0
2019-09-27,Bán hẳn Tổng cộng,,,,14999.3,0.025
2019-09-27,Bán hẳn,7,14,14,14999.3,0.025
2019-09-27,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-27,Mua kỳ hạn,7,0,0,0,0
2019-09-30,Mua kỳ hạn Tổng cộng,,,,0,0
2019-09-30,Mua kỳ hạn,7,0,0,0,0
2019-09-30,Bán hẳn Tổng cộng,,,,14999.5,0.025
2019-09-30,Bán hẳn,7,11,11,14999.5,0.025
2019-10-01,Bán hẳn,7,14,14,17999.4,0.025
2019-10-01,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-01,Mua kỳ hạn,7,0,0,0,0
2019-10-01,Bán hẳn Tổng cộng,,,,17999.4,0.025
2019-10-02,Bán hẳn Tổng cộng,,,,17999.5,0.025
2019-10-02,Bán hẳn,7,13,13,17999.5,0.025
2019-10-02,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-02,Mua kỳ hạn,7,0,0,0,0
2019-10-03,Bán hẳn Tổng cộng,,,,17999,0.025
2019-10-03,Bán hẳn,7,16,16,17999,0.025
2019-10-03,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-03,Mua kỳ hạn,7,0,0,0,0
2019-10-04,Mua kỳ hạn,7,0,0,0,0
2019-10-04,Bán hẳn,7,15,15,17999.3,0.025
2019-10-04,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-04,Bán hẳn Tổng cộng,,,,17999.3,0.025
2019-10-07,Bán hẳn Tổng cộng,,,,17999.1,0.025
2019-10-07,Bán hẳn,7,15,15,17999.1,0.025
2019-10-07,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-07,Mua kỳ hạn,7,0,0,0,0
2019-10-08,Bán hẳn Tổng cộng,,,,17999.1,0.025
2019-10-08,Bán hẳn,7,18,18,17999.1,0.025
2019-10-08,Mua kỳ hạn Tổng cộng,,,,2,0.045
2019-10-08,Mua kỳ hạn,7,1,1,2,0.045
2019-10-09,Mua kỳ hạn,7,0,0,0,0
2019-10-09,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-09,Bán hẳn Tổng cộng,,,,17999.3,0.0225
2019-10-09,Bán hẳn,7,17,17,17999.3,0.0225
2019-10-10,Bán hẳn Tổng cộng,,,,17999.3,0.0225
2019-10-10,Bán hẳn,7,14,14,17999.3,0.0225
2019-10-10,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-10,Mua kỳ hạn,7,0,0,0,0
2019-10-11,Bán hẳn Tổng cộng,,,,17999,0.0225
2019-10-11,Bán hẳn,7,17,17,17999,0.0225
2019-10-11,Mua kỳ hạn Tổng cộng,,,,495,0.045
2019-10-11,Mua kỳ hạn,7,1,1,495,0.045
2019-10-14,Bán hẳn Tổng cộng,,,,17999.1,0.0225
2019-10-14,Bán hẳn,7,17,17,17999.1,0.0225
2019-10-14,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-14,Mua kỳ hạn,7,0,0,0,0
2019-10-15,Mua kỳ hạn,7,0,0,0,0
2019-10-15,Bán hẳn Tổng cộng,,,,17999,0.0225
2019-10-15,Bán hẳn,7,18,18,17999,0.0225
2019-10-15,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-16,Bán hẳn Tổng cộng,,,,17999.1,0.0225
2019-10-16,Bán hẳn,7,20,20,17999.1,0.0225
2019-10-16,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-16,Mua kỳ hạn,7,0,0,0,0
2019-10-17,Bán hẳn Tổng cộng,,,,17998.5,0.0225
2019-10-17,Bán hẳn,7,17,17,17998.5,0.0225
2019-10-17,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-17,Mua kỳ hạn,7,0,0,0,0
2019-10-18,Mua kỳ hạn,7,0,,0,0
2019-10-18,Bán hẳn Tổng cộng,,,,14999.4,0.0225
2019-10-18,Bán hẳn,7,15,15,14999.4,0.0225
2019-10-18,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-21,Bán hẳn Tổng cộng,,,,14998.9,0.0225
2019-10-21,Bán hẳn,7,20,20,14998.9,0.0225
2019-10-21,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-21,Mua kỳ hạn,7,0,0,0,0
2019-10-22,Bán hẳn Tổng cộng,,,,14999,0.0225
2019-10-22,Bán hẳn,7,20,20,14999,0.0225
2019-10-22,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-22,Mua kỳ hạn,7,0,0,0,0
2019-10-23,Bán hẳn Tổng cộng,,,,14998.9,0.0225
2019-10-23,Bán hẳn,7,21,21,14998.9,0.0225
2019-10-23,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-23,Mua kỳ hạn,7,0,0,0,0
2019-10-24,Mua kỳ hạn,7,0,0,0,0
2019-10-24,Bán hẳn,7,20,20,14999,0.0225
2019-10-24,Bán hẳn Tổng cộng,,,,14999,0.0225
2019-10-24,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-25,Bán hẳn Tổng cộng,,,,11999.6,0.0225
2019-10-25,Bán hẳn,7,10,10,11999.6,0.0225
2019-10-25,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-25,Mua kỳ hạn,7,0,0,0,0
2019-10-28,Bán hẳn Tổng cộng,,,,11999.7,0.0225
2019-10-28,Bán hẳn,7,7,7,11999.7,0.0225
2019-10-28,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-28,Mua kỳ hạn,7,0,0,0,0
2019-10-29,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-29,Mua kỳ hạn,7,0,0,0,0
2019-10-29,Bán hẳn,7,12,12,9999.5,0.0225
2019-10-29,Bán hẳn Tổng cộng,,,,9999.5,0.0225
2019-10-29,Mua kỳ hạn,7,0,0,0,0
2019-10-29,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-29,Bán hẳn,7,12,12,9999.5,0.0225
2019-10-29,Bán hẳn Tổng cộng,,,,9999.5,0.0225
2019-10-30,Bán hẳn Tổng cộng,,,,9999.1,0.0225
2019-10-30,Bán hẳn,7,17,17,9999.1,0.0225
2019-10-30,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-30,Mua kỳ hạn,7,0,0,0,0
2019-10-31,Mua kỳ hạn Tổng cộng,,,,0,0
2019-10-31,Mua kỳ hạn,7,0,0,0,0
2019-10-31,Bán hẳn Tổng cộng,,,,9998.9,0.0225
2019-10-31,Bán hẳn,7,20,20,9998.9,0.0225
2019-11-01,Bán hẳn Tổng cộng,,,,9999.1,0.0225
2019-11-01,Bán hẳn,7,16,16,9999.1,0.0225
2019-11-01,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-01,Mua kỳ hạn,7,0,0,0,0
2019-11-04,Bán hẳn Tổng cộng,,,,7999.5,0.0225
2019-11-04,Bán hẳn,7,11,11,7999.5,0.0225
2019-11-04,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-04,Mua kỳ hạn,7,0,0,0,0
2019-11-05,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-05,Mua kỳ hạn,7,0,0,0,0
2019-11-05,Bán hẳn Tổng cộng,,,,7999.5,0.0225
2019-11-05,Bán hẳn,7,9,9,7999.5,0.0225
2019-11-06,Bán hẳn,7,7,7,9999.5,0.0225
2019-11-06,Mua kỳ hạn,7,0,0,0,0
2019-11-06,Bán hẳn Tổng cộng,,,,9999.5,0.0225
2019-11-06,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-07,Mua kỳ hạn,7,0,0,0,0
2019-11-07,Bán hẳn Tổng cộng,,,,9999.4,0.0225
2019-11-07,Bán hẳn,7,11,11,9999.4,0.0225
2019-11-07,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-08,Bán hẳn,7,9,9,9999.6,0.0225
2019-11-08,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-08,Mua kỳ hạn,7,0,0,0,0
2019-11-08,Bán hẳn Tổng cộng,,,,9999.6,0.0225
2019-11-11,Bán hẳn Tổng cộng,,,,4999.3,0.0225
2019-11-11,Bán hẳn,7,11,11,4999.3,0.0225
2019-11-11,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-11,Mua kỳ hạn,7,0,0,0,0
2019-11-12,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-12,Mua kỳ hạn,7,0,0,0,0
2019-11-12,Bán hẳn Tổng cộng,,,,4999.3,0.0225
2019-11-12,Bán hẳn,7,13,13,4999.3,0.0225
2019-11-13,Bán hẳn Tổng cộng,,,,7999.1,0.0225
2019-11-13,Bán hẳn,7,17,17,7999.1,0.0225
2019-11-13,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-13,Mua kỳ hạn,7,0,0,0,0
2019-11-14,Bán hẳn Tổng cộng,,,,9999.6,0.0225
2019-11-14,Bán hẳn,7,17,17,9999.6,0.0225
2019-11-14,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-14,Mua kỳ hạn,7,0,0,0,0
2019-11-15,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-15,Mua kỳ hạn,7,0,0,0,0
2019-11-15,Bán hẳn Tổng cộng,,,,9999.2,0.0225
2019-11-15,Bán hẳn,7,12,12,9999.2,0.0225
2019-11-18,Bán hẳn Tổng cộng,,,,4999.7,0.0225
2019-11-18,Bán hẳn,7,11,11,4999.7,0.0225
2019-11-18,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-18,Mua kỳ hạn,7,0,0,0,0
2019-11-19,Bán hẳn Tổng cộng,,,,2999.7,0.0225
2019-11-19,Bán hẳn,7,7,7,2999.7,0.0225
2019-11-19,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-19,Mua kỳ hạn,7,0,0,0,0
2019-11-20,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-20,Mua kỳ hạn,7,0,0,0,0
2019-11-20,Bán hẳn Tổng cộng,,,,4999.7,0.0225
2019-11-20,Bán hẳn,7,5,5,4999.7,0.0225
2019-11-21,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-21,Mua kỳ hạn,7,0,0,0,0
2019-11-22,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-22,Mua kỳ hạn,7,0,0,0,0
2019-11-25,Mua kỳ hạn Tổng cộng,,,,4000,0.045
2019-11-25,Mua kỳ hạn,7,1,1,4000,0.045
2019-11-26,Mua kỳ hạn Tổng cộng,,,,23333.5,0.04
2019-11-26,Mua kỳ hạn,7,8,8,23333.5,0.04
2019-11-27,Mua kỳ hạn Tổng cộng,,,,3952.5,0.04
2019-11-27,Mua kỳ hạn,7,2,2,3952.5,0.04
2019-11-28,Mua kỳ hạn,7,0,0,0,0
2019-11-28,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-28,Mua kỳ hạn Tổng cộng,,,,0,0
2019-11-28,Mua kỳ hạn,7,0,0,0,0
2019-11-29,Mua kỳ hạn,14,11,11,17893,0.04
2019-11-29,Mua kỳ hạn Tổng cộng,,,,17893,0.04
2019-12-02,Mua kỳ hạn,14,7,7,14717.9,0.04
2019-12-02,Mua kỳ hạn Tổng cộng,,,,14717.9,0.04
2019-12-03,Mua kỳ hạn Tổng cộng,,,,8236.7,0.04
2019-12-03,Mua kỳ hạn,14,7,7,8236.7,0.04
2019-12-04,Mua kỳ hạn Tổng cộng,,,,5896.6,0.04
2019-12-04,Mua kỳ hạn,14,4,4,5896.6,0.04
2019-12-05,Mua kỳ hạn Tổng cộng,,,,2073.5,0.04
2019-12-05,Mua kỳ hạn,14,2,2,2073.5,0.04
2019-12-06,Mua kỳ hạn,14,4,4,3668.4,0.04
2019-12-06,Mua kỳ hạn Tổng cộng,,,,3668.4,0.04
2019-12-09,Mua kỳ hạn,14,3,3,6637.8,0.04
2019-12-09,Mua kỳ hạn Tổng cộng,,,,6637.8,0.04
2019-12-10,Mua kỳ hạn Tổng cộng,,,,9162.4,0.04
2019-12-10,Mua kỳ hạn,14,10,10,9162.4,0.04
2019-12-11,Mua kỳ hạn Tổng cộng,,,,915.6,0.04
2019-12-11,Mua kỳ hạn,14,2,2,915.6,0.04
2019-12-12,Mua kỳ hạn Tổng cộng,,,,2804.4,0.04
2019-12-12,Mua kỳ hạn,14,5,5,2804.4,0.04
2019-12-13,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-13,Mua kỳ hạn,7,0,0,0,0
2019-12-16,Mua kỳ hạn,7,0,0,0,0
2019-12-16,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-17,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-17,Mua kỳ hạn,7,0,0,0,0
2019-12-18,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-18,Mua kỳ hạn,7,0,0,0,0
2019-12-19,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-19,Mua kỳ hạn,7,0,0,0,0
2019-12-20,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-20,Mua kỳ hạn,7,0,0,0,0
2019-12-23,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-23,Mua kỳ hạn,7,0,0,0,0
2019-12-24,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-24,Mua kỳ hạn,7,0,0,0,0
2019-12-25,Mua kỳ hạn,14,0,0,0,0
2019-12-25,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-26,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-26,Mua kỳ hạn,14,0,0,0,0
2019-12-27,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-27,Mua kỳ hạn,14,0,0,0,0
2019-12-30,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-30,Mua kỳ hạn,14,0,0,0,0
2019-12-31,Mua kỳ hạn Tổng cộng,,,,0,0
2019-12-31,Mua kỳ hạn,14,0,0,0,0
2020-01-02,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-02,Mua kỳ hạn,14,0,0,0,0
2020-01-03,Mua kỳ hạn,14,0,0,0,0
2020-01-03,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-06,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-06,Mua kỳ hạn,14,0,0,0,0
2020-01-07,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-07,Mua kỳ hạn,14,0,0,0,0
2020-01-08,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-08,Mua kỳ hạn,14,0,0,0,0
2020-01-09,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-09,Mua kỳ hạn,28,0,0,0,0
2020-01-10,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-10,Mua kỳ hạn,28,0,0,0,0
2020-01-13,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-13,Mua kỳ hạn,28,0,0,0,0
2020-01-14,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-14,Mua kỳ hạn,28,0,0,0,0
2020-01-15,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-15,Mua kỳ hạn,28,0,0,0,0
2020-01-16,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-16,Mua kỳ hạn,14,0,0,0,0
2020-01-17,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-17,Mua kỳ hạn,14,0,0,0,0
2020-01-20,Bán hẳn Tổng cộng,,,,4999.9,0.028
2020-01-20,Bán hẳn,91,11,5,4999.9,0.028
2020-01-20,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-20,Mua kỳ hạn,14,0,0,0,0
2020-01-21,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-21,Mua kỳ hạn,14,0,0,0,0
2020-01-21,Bán hẳn Tổng cộng,,,,4999.9,0.0269
2020-01-21,Bán hẳn,91,10,6,4999.9,0.0269
2020-01-22,Bán hẳn Tổng cộng,,,,4999.8,0.0265
2020-01-22,Bán hẳn,91,4,4,4999.8,0.0265
2020-01-22,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-22,Mua kỳ hạn,14,0,0,0,0
2020-01-30,Bán hẳn Tổng cộng,,,,4999.7,0.0265
2020-01-30,Bán hẳn,91,4,4,4999.7,0.0265
2020-01-30,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-30,Mua kỳ hạn,7,0,0,0,0
2020-01-31,Bán hẳn Tổng cộng,,,,4999.9,0.0265
2020-01-31,Bán hẳn,91,4,4,4999.9,0.0265
2020-01-31,Mua kỳ hạn Tổng cộng,,,,0,0
2020-01-31,Mua kỳ hạn,7,0,0,0,0
2020-02-03,Mua kỳ hạn,7,0,0,0,0
2020-02-03,Bán hẳn Tổng cộng,,,,4999.7,0.0265
2020-02-03,Bán hẳn,91,7,7,4999.7,0.0265
2020-02-03,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-04,Bán hẳn Tổng cộng,,,,4999.6,0.0265
2020-02-04,Bán hẳn,91,8,8,4999.6,0.0265
2020-02-04,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-04,Mua kỳ hạn,7,0,0,0,0
2020-02-05,Bán hẳn Tổng cộng,,,,7999.7,0.0265
2020-02-05,Bán hẳn,91,10,10,7999.7,0.0265
2020-02-05,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-05,Mua kỳ hạn,7,0,0,0,0
2020-02-06,Mua kỳ hạn,7,0,0,0,0
2020-02-06,Bán hẳn,91,9,9,7999.5,0.0265
2020-02-06,Bán hẳn Tổng cộng,,,,7999.5,0.0265
2020-02-06,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-07,Bán hẳn Tổng cộng,,,,9999.7,0.0265
2020-02-07,Bán hẳn,91,10,10,9999.7,0.0265
2020-02-07,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-07,Mua kỳ hạn,7,0,0,0,0
2020-02-10,Bán hẳn Tổng cộng,,,,4999.7,0.0265
2020-02-10,Bán hẳn,91,5,5,4999.7,0.0265
2020-02-10,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-10,Mua kỳ hạn,7,0,0,0,0
2020-02-11,Bán hẳn Tổng cộng,,,,4999.5,0.0265
2020-02-11,Bán hẳn,91,7,7,4999.5,0.0265
2020-02-11,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-11,Mua kỳ hạn,7,0,0,0,0
2020-02-12,Mua kỳ hạn,7,0,0,0,0
2020-02-12,Bán hẳn Tổng cộng,,,,4999.5,0.0265
2020-02-12,Bán hẳn,91,10,10,4999.5,0.0265
2020-02-12,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-13,Bán hẳn Tổng cộng,,,,4999.6,0.0265
2020-02-13,Bán hẳn,91,10,10,4999.6,0.0265
2020-02-13,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-13,Mua kỳ hạn,7,0,0,0,0
2020-02-14,Bán hẳn Tổng cộng,,,,4999.4,0.0265
2020-02-14,Bán hẳn,91,10,10,4999.4,0.0265
2020-02-14,Mua kỳ hạn Tổng cộng,,,,0,0
2020-02-14,Mua kỳ hạn,7,0,0,0,0
